1,452,59,6237,17993,7691,22,43,1933,431,2110,120,146,459,2,1886,5927,2794,4035,2,13516,68,120,1477,1115,26115,353,40,25491,2,6040,110,221,9515,4,322,384,16219,2,1468,11621,17,79,4,8,466,17318,5,5483,2,6040
1,40,2,2705,1453,6330,3,2854,16904,118,29,2,2230,5,16939,2,29802,1,15,196,60,1096,10840,176,1,177,22,34,36,335,13382,16678,1,60,566,4642,33083,476,4,1,1298,21998,29885,1,17,27,60,5260,130,421,3
1,5,21,228,1025,2,3,975,1,146,6242,2,16,5,171,206,76,2,1492,1,306,6,18,7190,1,492,2095,527,2893,43,2722,1,143,416,9,9,35,12,438,2,492,5698,1,32,195,33,4491,14319,2,2123,3
1,2982,2,2401,3,64,1041,13,4622,249,392,5,27702,2,1,392,5,14,4053,2,3,159,796,5,11457,39,11656,1,277,229,5709,2,19991,16,5,6523,515,2455,2086,2,1,543,161,349,151,383,17,120,2455,4825,3
1,2,819,364,74,150,15903,786,2,1,11,143,322,1,421,1965,1122,1,421,1965,819,1093,3,353,5962,2072,2,44,1,8,80,143,5,682,74,52,149,33,4,8,765,323,2,1527,1,121,704,4,35,578,3
1,405,28295,78,1,782,7788,7531,3,393,4529,12416,716,2045,5497,1,1077,27,1077,18,28429,7025,1,63,39,45,539,146,370,38,6251,218,849,24,633,2,7531,452,9,316,1,248,529,32,3007,1,19645,1,25105,9,9
1,714,278,26533,182,11303,349,3085,2,6998,7,50,26476,11,184,333,258,2045,2,6363,38,92,1279,419,596,2459,4,1,596,2459,14,846,1,2459,14,846,3,419,2459,5,50,714,2,8106,3,1354,6839,2,1570,7475,3
1,21,129,5090,22242,127,3528,191,15791,3,3603,1,3155,5,35,2024,2,7162,886,1311,3,21,32172,1,30452,152,15645,1,33147,1358,15645,1,3155,65,5727,2,25128,10425,90,3,63,1,326,306,19,3,121,1,8,1452,1964
1,908,4,120,81,3315,76,2,798,1,145,5,3222,84,2,75,174,77,1,182,41,1135,23,84,13,319,3,766,2,1,8,6,2914,40,3891,1553,120,81,206,2,364,1,22,364,46,8,850,4140,2,577,3
1,321,944,1733,4,4558,4738,2714,2416,2,10419,1,87,15,861,5923,2,1550,4,4558,4738,155,4054,2,2714,768,10573,630,2714,9189,118,1,5,583,155,387,24,155,2811,2,29542,323,2,16269,1,46,29,2749,6397,1527,3
1,8,43,48,2,1,149,755,8,7003,4,1344,76,2,6480,1,3188,4,8,50,6480,425,2,1669,1,136,1334,4,355,353,51541,40439,2,24205,2,8237,3,8,163,68,1818,34,2,8487,56,744,14304,6480,2,8542,3
1,2,1059,3,9208,3794,1,5194,1,5,12,537,3,351,351,1,1258,41,40,11,3640,253,2193,37,64,174,76,1,23,60,319,3852,7106,11292,1,13,978,76,24503,3,11413,1,11,218,72,218,28004,4,17392,123,123
1,3852,8259,1773,2,75,1070,22791,77,46,29,20288,1298,282,45,357,75,14967,1070,11871,77,320,466,18,188,14887,2,2991,13,203,1,233,31248,751,21,88,99,21839,2001,1,184,234,2,2155,447,5447,1,196,40,1063,32054
1,4124,1,29,2,1731,83,5,6518,974,12,832,2,828,4859,1,13,3814,64,835,707,2,75,1627,3785,77,15072,2,1136,1,73,83,5,38,512,27072,503,2,75,12,832,77,141,54,162,1360,17430,1,56,15449,55
1,2,618,53,3294,484,3,317,202,214,450,1903,2,41,3,105,2513,2,18718,492,1101,1,33,450,2336,1874,2440,4,10841,2,3385,1,23,3513,2,1874,9935,18,588,2,462,3,320,466,39,43,162,1955,2,502,3
1,68,692,1553,239,392,142,59,18,547,2,206,3,21689,23,19495,2,593,68,11271,142,5,1683,6,3718,2,458,1,1124,206,13,73,234,73,288,2,29,1,16,45,473,40,68,2277,32,2277,582,2,297,29,3
1,27917,23,24253,386,1538,1,567,1148,2338,84,3,316,1,8,11,27,4,505,2,30178,1,247,728,21,27,215,17,13,1322,2,5508,167,1335,4,3,30,4,228,69,1,7917,158,799,61,22,354,25,2,1707,3
1,27,1196,1,669,2065,316,33669,988,74,159,488,3006,4746,1,17,5350,37,4,61,40,2598,15943,2,521,119,1,766,846,107,89,3030,2,1207,2983,141,3,22,34,358,33,1219,2,492,939,20655,141,1,316,55,55
1,1,22,15,68,4214,239,299,54,239,32,6,4170,1,307,277,5686,1161,355,11287,108,1,15,68,10757,2415,2,239,299,54,239,32,24769,1,347,33985,1,307,149,503,347,30076,2,22945,108,1,15,68,14791,299,54
1,847,1,27,215,22,34,274,8,72,18,4,56,8949,2,5427,1,11,100,2258,2,48,51,4,64,8443,17814,1,11,235,4,2081,12304,322,1,36,91,2552,1,6961,86,1,23606,631,60,2,1856,1,8,187,60
1,2,652,1,57,13870,4,8133,2,31823,1,1523,107,3265,5449,2,4739,3,174,2553,72,8923,1259,2221,1,1822,31692,2,29,1,980,308,57,3512,3208,2,2127,1,2324,535,37,57,14764,2,7926,3,549,17212,2,1640,3
1,1,161,13,4004,3,385,30,1,161,726,10158,6122,3,781,1,385,16737,1958,4,4848,29021,107,3823,319,10158,6122,2,174,3,539,754,2,95,6986,4848,3736,1,33,4,385,557,2,3122,1,35,21003,1252,2,452,3
1,182,65,24222,144,341,624,2,7702,1,782,384,6125,2,2000,472,6951,406,77,149,3377,11647,35,798,120,2086,2,29,1,35,963,120,60,1323,421,532,624,1,159,65,35,2257,2,174,24,10382,2,14788,3,1964,9
1,12647,1,11,200,29,313,313,155,48,5154,2,129,5686,10866,22895,31545,127,3,8526,2,310,21,12946,4663,1,63,6711,1158,2,9026,3,75,392,31702,5206,74,392,32299,29231,74,392,4528,1726,1,12647,5542,60,747,3,77
1,135,2,1,3,135,140,8,18,583,129,8,2,1184,127,11,6,925,1,121,46,8,328,84,25,3,202,59,891,203,2,18312,14,79,59,201,18,1,764,5,18,2,1,135,112,4,6,739,11,6,48
1,1959,21,939,1,1573,6523,9,105,311,8254,39,19,2,3,1141,1352,1218,29225,70,1,41,416,8679,155,605,36,287,1542,5875,15907,40,200,2,44,1,2407,1546,2,44,16,5,657,1,1959,21,1848,1,1573,6523,9
1,75,23010,241,27983,1,12905,16,3667,18,1,263,26668,9,77,14608,2,40,7694,5,31541,16,3667,18,4,1,259,22003,6974,2,95,3179,31202,40,1,27659,36,22239,31530,1,45,27,130,33899,167,9,15034,90,1,15034,9
1,3065,127,988,2,16056,627,38,2,768,5,862,2,7,8,6,2028,7,781,7,100,8,674,2699,6,2488,7,6,739,9,1636,146,2,18211,406,12785,635,494,172,2,1150,483,24966,7,271,369,398,17783,2,27164,55
1,284,13,89,234,20783,4,57,2,878,627,9,214,57,2,44,1,50,18,768,3792,472,15429,2479,768,5282,2,135,1,5,461,3989,2,9,104,8,488,25,2,2378,129,2422,17,51,30916,127,45,12,51,32432,9
1,1,121,624,716,11,18,2277,1,362,2277,16,59,18,5366,3,633,2,30140,18,6,2535,1,52,146,2,1252,1959,100,2380,8019,159,3805,3,6784,2,364,23,206,2268,1,322,22,34,1,59,46,60,1158,89,3
1,663,80,11338,3,145,79,723,76,2,457,45,26948,687,1535,3,63,1,39,642,495,940,2,27,35,174,3,27,64,10389,1,25319,3,100,142,642,495,1535,3,88,1535,4,3,8,65,599,1535,4726,2,29,3
1,308,1,29,4320,1,317,355,2134,2,978,3,17,250,451,33,2,290,132,1,12050,46,1150,9641,1726,1150,1981,21096,2,6038,1,159,15912,1150,16447,2,14,1587,143,250,4320,550,2,1562,299,54,22,255,936,11524,3
1,2,1217,11,608,19,2,3,142,5,6,412,1,63,110,351,17,80,18,2,85,142,5,116,3569,2,1,316,55,105,8,39,47,10252,1183,64,927,481,13,22,34,144,430,55,2224,409,55,412,412,412,9
1,56,2,1,52,110,65,4,3,146,2,4585,6,1779,30908,4,1,46,8,6,11947,1,579,38,2275,2111,3,392,22,65,147,46,29,32,23343,2,44,1,1282,147,46,29,25062,2,44,1,22,17,666,4,3
1,23,41,9,353,521,220,333,4,81,2,798,535,532,547,2,233,81,1253,9,145,8,15,47,27,215,7,52,8,80,4071,594,30,2,142,43,18,769,203,2,523,5588,13,8,273,2,1487,16,1399,1612,9
1,1282,43,162,1002,2,3,22,34,2,700,6,12,1,926,11,346,575,3,5701,751,16,18,9826,1595,2,4061,7847,1,60,27,215,32,2723,13,1342,30598,3,27,9276,483,13,40,2,1342,30768,12490,1,15852,12512,9
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,887,1952,3678,29043,28788,2,12234,1,72,236,4,2081,129,13231,3785,1025,2416,127,23,129,28579,372,4591,127,1,306,6,19,9
1,30,572,2,41,1,41,146,494,106,78,2155,1132,1,17,2044,561,2155,1100,35,78,4,3,105,1,311,41,39,6,25780,2,1,32,4964,577,3,18,165,67,214,989,1,5177,30,61,25168,1118,55,55,55,55
1,1519,2,41,3,17672,1,30,149,5,147,9199,2,1070,326,1,143,66,2,2736,3680,3,229,326,2,13585,602,1,751,5,27038,1,669,80,91,7623,3,105,13,27,2,641,76,1,814,635,39,6,19,2,3
1,3,799,730,1,88,412,4,1,194,68,228,412,9,8,11,5,193,26427,2,33325,927,1,366,190,433,1640,86,1,39,184,770,3,413,16087,2,24437,70,1,17,80,19944,2,412,1,369,163,68,1640,90,9
1,2,1,1174,387,1,404,25,2,2378,821,4,324,130,4,385,2,2706,1,40,29693,147,631,416,61,109,8831,3,6594,3,61,140,18,508,29,13,3483,1120,1,762,11664,1,39,2626,86,3,8602,185,16,2796,3
1,1746,1,16913,1,9873,3,13405,23578,1,13936,2,4325,40,3,186,5,18195,25939,26275,1,142,5,46,29,571,1,7587,3,111,6229,2,7646,374,433,1461,4325,4,40,3,23005,2,7646,374,5,4989,20441,1461,2,4478,3
1,352,29,381,368,258,2127,16,21,1314,1,17,16133,25991,1,5482,770,3,3,3,3,3,3,6,48,44,1403,51,298,75,125,1650,8,1746,1,927,481,14,132,1,125,500,60,920,1,1732,59,201,14,97,77
1,7376,8955,76,2,1150,1,89,85,2177,4074,4,341,155,2070,155,285,2,680,23,741,123,123,159,22,34,36,6,12,2,106,185,4443,2,7813,5851,308,1,4950,1586,2,11055,1,8544,512,2,741,23,680,86,9
1,1487,1,208,38,4036,1585,1704,2587,1179,2,4287,1,403,631,206,2160,3,445,1,1141,274,1,38,493,1115,1,458,1961,201,27027,1108,56,2,1,5797,493,7992,27510,1,21853,2,13306,11,59,17013,3,10182,36,97,3
1,4,3146,1,182,72,68,31,687,2264,2,1781,56,5752,24,30523,313,313,12740,7,22819,71,71,71,796,5,700,39,1960,16,6,12,1,8,27,60,22,1688,6,19,1,3804,52,14,5835,1,351,14,4667,2,3
1,6206,3144,770,1,247,1030,593,495,3208,3,1094,849,31,462,2,595,12549,2645,29963,1,84,335,23560,242,755,40,1025,1,231,84,39,2768,515,84,2,239,1,4223,84,2,27788,4,84,1,593,494,228,11275,3144,9
1,5515,2,171,1101,3,762,4208,11,5,13,1063,2,10902,76,1,7479,14,36,29787,2969,24,2289,24,2608,29570,430,2,4208,2606,299,54,37,324,4208,67,10902,308,2,85,1,38,266,493,18,136,9199,2,4208,1422,3
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,464,1,449,5173,146,1828,53,12,1,1870,31680,160,160,21384,241,2761,7643,1,274,1597,349,12627,1125,14812,14,8392,2,431,1,39,27,2068,1498,13953,2,86
1,3,8,101,239,1,101,291,1,15,101,13,8044,1161,14598,30521,2,10032,1401,29,2701,1,690,60,349,690,2,29,1,515,15669,2701,1,165,2,30067,26682,144,1,21,1035,2570,1,11,21,29776,14,1,14380,2220,4
1,312,2,11,6,2318,1,8,969,17,32041,1392,69,536,3628,1960,2,25,117,7360,536,3628,1960,2,757,1,52,6,1719,8,281,1,16,1197,1,163,150,256,13,1869,22182,4095,1477,416,1,2479,1498,1960,583,26127,3
1,4618,641,76,72,561,4,17483,3,125,60,219,14,79,421,777,40,2,165,1,25,147,322,39,18,1848,2,3,2106,134,747,51,1,60,59,18,364,23,416,2,2453,3,100,165,201,1030,435,458,159,4633,3
1,32,1360,10375,7,7,32,56,239,97,2,4167,535,97,2,4167,2,11901,14732,7,535,97,4167,2,12862,17158,850,97,2,593,277,5427,1185,6549,3902,11,347,853,1059,121,7,8,14595,2637,326,7,11869,7,7,611,11143
1,40127,2,7686,2,5862,3,8,11,163,1,146,68,13,150,2,17966,76,1063,2576,24,2479,1,46,1192,326,853,21021,26333,1,46,6083,2,26712,3493,626,99,774,28603,1,158,6083,2,2764,10682,478,1201,2,1284,5152,9
1,1,4209,8672,2,426,1,585,5,3254,15415,16,5,12787,1,449,442,81,13424,554,4,93,95,29477,1,17,436,4,1825,227,1,21,4,1,11,460,481,436,2,431,1,163,5,86,1,322,39,18,1848,2,9
1,228,69,2,14894,822,4,9,321,2670,18,89,5,391,2247,1626,2,1,34,536,2247,312,53,244,21,1504,1414,2,29,1,5728,4929,3,302,111,171,387,95,18616,527,285,2,3908,595,3,26943,1,162,1762,214,3
1,26626,2,4748,23,1217,63,36,467,88,10136,4,1,8,16,91,20085,321,2,138,4,1,950,5684,3,146,2,1228,19,1,652,3781,2,6,12,1,21,13782,16784,10178,383,2,1562,3,5,1644,461,2,5490,32995,86
1,3,63,1,459,466,22,34,162,214,9,467,459,11,5,15728,22,34,1,1110,124,50,22,34,2,953,457,1247,372,3638,3,459,150,13,287,22,34,2,641,18964,17,590,2,742,23,734,678,120,185,2602,9
1,121,2957,25,51,450,29029,2,6773,3,1347,335,3397,743,1,100,99,24,16083,2,5340,462,1,121,16083,2,11,45,25,147,789,14131,144,3,1538,144,594,663,59,18,28902,6443,73,2,1,5340,462,72,360,4,3
1,28165,1,11,114,2588,3,4329,25392,2,1144,3318,1,599,518,2823,6531,515,11745,1,2153,1887,871,2,17254,9865,10358,1,310,219,11892,1,10038,8806,308,861,1004,1,19311,1845,2,3976,630,768,1032,46,8525,120,479,19284,3
1,4,3,22,11321,1269,2,288,1,38,483,1269,2,2989,40,101,2989,2,62,3,38,7920,10368,1,149,755,38,607,2,669,5004,3805,1,1073,1,38,2876,590,1269,3,590,2225,5,433,547,253,2994,1269,2,18388,3
1,6442,107,33921,10656,668,118,78,14,774,3,145,8,14,48,505,184,33194,2,5043,1,63,1116,224,2,44,1,57,142,6,12,3,906,29,151,458,142,6,4315,2,3,38,73,85,68,2623,40,2,839,90,388
1,16852,847,4,452,11972,3,221,13,224,2820,4130,4,31746,2,5103,1,14,32,14,1726,1,64,9539,2,1508,1,11,124,8993,22,23,161,2448,503,2,492,846,107,605,2,990,3,22,34,162,27,162,940,1096,3
1,5690,447,684,3,129,1504,3419,2670,127,2676,12485,1,1511,321,2,248,1,291,4,6096,28624,1,18545,115,1,11,21,1432,1134,291,28020,2,29033,3,50,3419,1550,130,43,3943,2,559,247,148,22,147,1,16003,195,3
1,1927,2,9029,3,22,34,5,4413,200,2,1,4731,11,2491,4413,2,3284,313,313,415,129,5107,127,158,10394,3,2513,886,2,9487,1,37,110,15,3611,3611,2,6232,1,505,627,4,73,78,1,162,256,820,4036,3
1,6037,5,385,418,2179,74,385,5,43,196,438,2,6037,1,438,2,75,19567,77,5,385,418,2,32852,8930,3,3,3,18,4,22,6037,438,2,3614,13580,1,193,187,8,376,37,110,1,8,41,43,43,4626,3
1,1996,886,2,20871,23,1996,1394,2,5862,20,5506,9316,861,24,32798,4119,10,1137,2052,2,23780,1531,20,923,2,5506,9242,16862,10,6113,1817,6311,20,333,221,1669,171,4054,2,923,5506,5257,38,333,923,1477,2,886,24,13282
1,1,32,322,15098,16832,1,322,129,99,16308,3613,127,1,4045,176,1145,346,2,1910,3,125,4853,4622,60,963,13,15431,106,853,1738,353,4149,298,1,11,3249,272,322,129,99,16308,3613,127,1,10949,40,5589,35,32476,3
1,943,1,351,669,184,3360,3,316,388,174,8833,1574,159,7732,1,505,8091,2,9813,88,69,1,25584,22320,11,69,1,136,1246,936,10176,27462,159,1622,5925,1,174,76,1679,1032,2928,7247,1,1869,1660,439,75,12296,77,3
1,2,23876,120,6839,1,142,88,46,29,571,3,2707,1,5817,5,7771,2,1,177,72,722,1,57,79,421,239,35,29,1,579,20601,1,40,2,239,32,13307,29,1,2956,24417,3,8388,2,16134,1,11223,2,27874,3
1,3,2053,326,1,7179,1816,27,40,3594,2,1184,1,148,1,21,8932,2,2748,12307,1,1070,7187,1184,5,28813,1,5,35,29,24418,3,2178,1,110,140,60,15,1053,12560,3,2178,1,60,14745,8,10780,23817,2,1184,3
1,2,2411,1,2175,2,5269,1,635,2,30811,5977,6,8332,13197,30,651,1,4891,13,22,34,144,1,146,31,1807,16,68,572,2,2843,518,30,4,93,9184,1,87,357,29,503,341,5269,551,1164,966,1,6160,18220,3
1,33044,10,23667,25019,20,2117,21,1455,37,228,209,34017,4,10,539,146,46,1097,2,593,18,35,558,2,927,10,46,1150,13,158,161,30002,70,10,32,14875,2,4242,161,10,32,158,161,2,680,3718,2,988,4,20
1,149,278,106,384,3561,8387,24,2318,24,30553,768,2,7162,10036,13923,5580,3,84,16289,3367,40,1828,172,1,52,505,312,37,2,2,44,182,16,5,7515,2,839,3,121,1,2930,22,34,1,106,40,23,28961,216,3
1,444,29,16,30,130,6,22662,3,65,2538,2,31930,3,203,2,652,32,13825,37,40,206,76,3,203,2,593,1020,1274,410,1020,1274,410,1020,1274,410,1020,1274,410,1020,1274,410,1020,1274,410,1020,1274,410,1020,1274,410
1,201,1073,159,278,84,1594,3,362,2,571,21635,13,7780,26107,3,277,4360,5,13,110,2,537,76,6,1010,8783,2,37,130,3,392,1,19091,64,452,2238,2,495,7251,1,121,48,798,2,1150,1,687,3311,3467,3
1,146,1228,4084,1004,1,1818,57,2,1032,1,17,80,1277,191,1025,2,9314,4,582,1,992,57,2,452,3,121,1,8,538,185,19556,195,393,1,428,244,21471,2339,2,2582,1,59,50,161,2,10217,18,556,2,3
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,604,970,27,215,4,1,781,104,129,849,2110,14347,1,633,2110,24011,127,138,136,1363,1,310,11,136,1014,9,15346,2239,1,72,18,2946,9
1,282,1,208,27665,349,2919,86,1,239,2,18276,1,239,2,28359,9910,1,1223,1732,1,494,13,3406,1,250,28649,30642,97,2,29,1,29440,54,2700,4542,54,23723,1,23852,23491,1,11532,19296,1,515,8,1,11385,5822,3
1,1,219,88,48,22,34,4,536,33649,22,34,1,320,466,194,7602,16,10772,3,431,18,1309,61,102,20,518,2657,24,3373,1,301,287,470,82,20,878,2193,3943,1,9639,1504,4079,3,96,20,138,175,1352,1,22118
1,143,357,1685,955,2296,1728,3,32,2042,7943,598,12533,54,652,11,1195,69,1,1195,30600,3,258,2,2553,13313,46,29,572,1,1293,67,200,1685,955,1309,4,1,7329,36,97,200,11631,11631,7933,2,3,17,1246,27915,749
1,219,2414,7443,3,75,18048,22120,1,13946,77,7,5,97,2,875,892,54,13759,1,2715,582,744,202,1,32673,3107,1277,2,15210,56,3758,324,2,3980,123,123,2669,1,8,2,3078,220,60,1,60,2,2586,27792,8,3
1,12,1,1494,374,1579,4,1,266,59,597,945,2,1,22,203,4816,2,89,2360,8,858,16,18,190,776,1,50,8,142,6,18,2254,939,3,11,195,185,16,322,1,3852,10536,1,339,3917,32,416,2,62,3
1,0,0,0,0,0,0,0,0,0,0,0,0,604,1,24713,4,45,25,12311,8518,2,5427,1,445,3810,36,16736,3212,4,1,254,1895,1,928,19843,1,25,4,11163,23,15827,3,15827,15,47,27,1,924,23148,3
1,1984,4,171,6806,3,95,2,85,8,17,6,48,384,28694,24,6806,17,13,15378,2,384,29,3,1659,4,17,202,391,835,3551,6540,24,543,134,451,879,416,3,944,8,8669,1,81,1659,4,1,11,46,15565,3
1,2,5307,26003,4,1,140,4,89,849,23,633,462,2,62,3,3263,458,11,201,250,305,550,2,5523,4,1,393,1912,1,353,880,1721,1365,1,25267,22,34,298,1,91,770,3,100,60,92,120,607,9886,4,3
1,14759,1962,1,125,25429,2,85,67,5672,14705,1060,2,1555,1,177,17,574,32,30,5,558,2,3,302,61,1533,2,148,22,34,2,5340,284,5,12812,2189,2,3628,1,17031,4,355,30405,2,1473,1,219,5,12,9
1,982,32254,2,5,418,2,3,16432,5081,2,1960,5,35,6,601,2,364,1,65,6,166,2455,6973,2,1,461,151,172,3,305,15435,117,89,30160,1,22,147,1,11283,2334,14466,1,611,41,36,15567,4124,2,132,3
1,77,15,116,684,1,250,32842,1,1776,68,7283,13,273,11194,1,2335,1,57,11,1776,68,75,2404,77,1,273,40,15,30,8753,75,1324,8039,77,1,316,3,46,57,2968,3818,2,488,111,89,2476,1,1348,48,3
1,6420,2172,3367,1,279,4,2432,7217,11197,3,1070,255,2166,15281,2,6607,1,4820,16,130,31104,1,63,8629,10536,11,3779,21,5010,1,1090,515,341,4760,144,2,26604,1,8,2914,23861,13,35,2538,159,3032,2,9787,144,3
1,466,2095,5,50,2,1,1078,2,2316,32,136,16422,171,1,1604,171,1,755,408,136,1137,5728,3,159,34,53,99,2,78,5,1078,2,5286,1,590,2909,804,2,2269,4960,2564,1,12365,187,15,231,13,2546,1768,3
1,1,7592,2553,372,5529,1,25073,76,23466,1,7085,3,50,8152,2,699,193,6391,7750,23,19164,2,192,1,14,856,906,6399,1,11801,161,2,3284,1183,5,15819,1242,981,3,121,11,32,195,33,3015,874,2,1202,287,3
1,15732,16,5,18,117,2,1,208,110,2761,1344,1412,130,1195,1035,4,307,444,29,376,37,577,15132,108,1,83,59,148,60,917,2,220,384,2538,159,14,723,2,2090,1,1234,2,220,384,1999,571,117,40,2,1344
1,21,14804,2,23362,1,21,4604,2,27967,1,7518,200,2,1,3051,5,425,167,2,21927,1,24244,2,1,2340,2,1,1746,2,123,123,10119,147,3522,1,182,1545,38,89,529,89,2,17743,3,10022,19,2,147,502,9
1,275,1,418,5,9786,1245,1,636,1161,12287,2,177,22131,1,17,275,30,61,75,1233,10034,12,1213,562,1,856,12287,132,26874,12,3,383,163,1309,7531,14,132,141,3,105,960,30,298,39,116,46,8,571,2,3
1,0,0,0,0,0,0,0,0,0,247,413,18210,2,129,19218,127,3,950,92,5684,4,3,917,45,14,36,6955,1074,1,7649,115,74,45,14,36,6955,89,1,8015,88,69,3,39,35,53,18,6183,2,1716,3
1,33058,4230,32453,538,1311,22903,1,13048,8816,2,206,202,776,8670,2,5269,1,22,505,18,4256,1,11,18,11971,2,12581,3,195,185,214,22,34,1,186,5,1365,529,3,1313,158,633,1,38,143,535,37,136,69,826
1,1,5386,7654,17,1246,35,4201,2,174,1,663,9613,12207,505,5632,16920,3,271,30,5,174,1,5114,75,3395,425,77,3,1259,425,1,669,80,88,1259,11981,4,1,5268,31,228,6958,518,7494,1,24754,18,19570,7991,3
1,2100,46,29,219,9073,1,3634,17298,3,1587,100,27,326,1,27,130,12481,1,83,148,405,7459,22,3911,425,284,11,5,495,1014,1,6995,3,248,185,465,7529,129,14453,127,1,403,67,27,393,1,15343,13989,1,27855
1,2,777,1,29664,23,26323,352,17,250,33531,23,4657,1,1139,124,17794,1,352,14,857,239,2,29,13,3107,2,2642,76,535,239,1,392,24914,4743,202,84,17,4534,45,250,15224,24327,8952,4125,55,55,1252,15,9773,1948
1,1247,1,650,134,522,424,4275,1,134,522,35,1387,1,134,522,35,947,4275,9,35,29,512,2,1201,1,8,101,6,1631,36,341,4237,2,1405,9,8,27,4,15,169,4,1148,583,141,9,142,1,162,850,9
1,1,22205,2499,1,174,7557,275,4,14575,1,1582,2,4547,275,4,15356,1,14381,1778,843,1,59,1245,2,3843,1,25492,22038,341,16,5,57,24393,15378,2,1,18187,174,16,1237,1,689,980,575,3,22,1495,255,19,3
1,109,14423,1,11773,4371,1802,176,1,30,2457,1,541,8,17,2103,57,319,27,1,6256,41,17,14,132,4,1,271,566,60,1364,56,148,1,17,59,148,9095,2,444,95,3408,1,16,5,146,2,20209,1,985,9
1,25,4,147,1,169,135,1,386,5037,40,6,48,1,17,72,1557,25,4,147,3,44,2,94,142,19,1,208,14,79,481,13,3092,641,76,8170,2,990,1,18,1176,3,163,331,1768,390,108,189,2,16456,3
1,18415,7,23,117,442,3918,555,2,24388,216,7,721,5,4165,16867,5529,7,450,27152,104,17510,7,13293,89,7,2367,11,6,12,2,7,20260,7,359,216,11,6,12688,6,1316,409,1,125,13035,1232,2,1361,2703,123,123
1,11,6,12,1,5469,2,1403,233,404,2,10903,11,132,1,203,2,62,810,30,5469,16,18,30872,2238,2,1,11491,55,8,47,27,308,1,190,404,17,47,27,20595,86,9,50,8,249,8,5,43,48,4,9
1,16222,2,6952,167,1,2762,1037,1284,51,23,3405,51,2,1037,3,145,31457,2,7153,46,29,281,1,22285,446,7901,99,5344,2553,1,52,4854,51,427,38,18814,494,124,5344,130,117,2308,3,549,1906,1076,2,129,17572,5134
1,3351,76,1,155,326,5,1398,18287,2,1,121,14,665,67,25,4,1,2715,149,631,1598,107,86,9,52,50,22,34,39,656,2,1,18,48,7584,2,135,39,6484,2,187,86,102,142,6,18,7584,2,1616,9
1,6565,2,26207,1,33509,2,8170,14134,381,9840,2,1252,159,2896,3,1636,1,1455,9,18176,29,871,2,15951,13,2775,2,310,76,1080,253,18224,1,46,8,2354,24,1158,4,89,3,195,33,8,2,273,24,135,374,3
1,2,297,10079,1,143,9114,224,2,10079,120,14225,3,97,83,6024,971,40,1,2479,40,3,302,1,1904,2,146,34326,29591,49421,408,2,14,10151,2,526,3,105,1,22,4087,14,463,38,50,57,2230,2,416,90,3
